choices,labels,question
"['A) have to wait for', 'B) standing in line', 'C) eat cake', 'D) less confusion', 'E) being ordered']",B,"John didn't mind getting in line.  It was what game after that he hated.  The time, the sore feet. He did not like doing what?"
"['A) fire', 'B) energy', 'C) car', 'D) transporting', 'E) staying in place']",D,What is the process of going somewhere?
"['A) lay in bed', 'B) lay in bed', 'C) go to bed', 'D) relax', 'E) lie down']",E,"The old man needed to have rest multiple times a day, he would do what on the couch and catnap?"
"['A) barbell', 'B) funnel', 'C) blunderbuss', 'D) wind instrument', 'E) kettlebell']",C,The end of the barrel of what primitive firearm is bell shaped?
"['A) library', 'B) health department', 'C) mail box', 'D) drawer', 'E) bookstore']",D,Where is a good place to store pamphlets in your home or office?
"['A) getting tied up lure.', 'B) looking for information', 'C) get wet', 'D) drink beer', 'E) sit quietly']",D,"Many humans enjoy fishing and enjoy another relaxing activity at the same time, what activity is it?"
"['A) bookstore', 'B) library', 'C) electrical circuit', 'D) cabinet', 'E) important when traveling']",D,Where would you get some maps that you own?
"['A) resturant', 'B) fast food restaurant', 'C) mouth', 'D) kitchen', 'E) pizza']",C,Where is a good place to put a hamburger?
"['A) car shop', 'B) desk drawer', 'C) car.', 'D) warehouse', 'E) hand']",B,Where is a handy place to store a steel pen in your office?
"['A) book or library', 'B) book or magazine', 'C) newspaper', 'D) past', 'E) future']",D,A story about World War II would be set when?
"['A) mountainous area', 'B) wood pile', 'C) jungle', 'D) petting zoo', 'E) animals']",A,What type of geographic area will you find a marmot?
"['A) set table', 'B) think', 'C) read books', 'D) play games', 'E) lie']",B,Most people make stupid assumptions that are based on their prejudices.  What might they do instead to achieve better outcomes?
"['A) listen to music', 'B) watch television', 'C) play chess', 'D) walk', 'E) play basketball']",A,What is something children can do while traveling in a car?
"['A) music store', 'B) bass', 'C) brass band', 'D) orchestra', 'E) marching band']",C,Where would you hear a trumpet along with other instruments made from the same material?
"['A) concert hall', 'B) museum', 'C) school', 'D) hockey game', 'E) sporting event']",A,"The audience listened to the orchestra play, where were they watching the performance?"
"['A) pool of blood', 'B) gruesome', 'C) charming', 'D) being arrested', 'E) killing']",B,Stabbing to death of a person is what sort of way to die?
"['A) asking for', 'B) money', 'C) food', 'D) work', 'E) energy']",B,What are you getting from you boss at the end of the week?
"['A) lottery', ""B) person's hand"", 'C) baseball stadium', 'D) movie', 'E) kitchen']",C,"If you have a ticket and you are planning to eat hot dogs, where would you go?"
"['A) san francisco', 'B) refrigerator', 'C) big box retailer', 'D) tree', 'E) market']",E,Where is a great place to buy fresh fruit?
"['A) desk', 'B) meeting', 'C) office', 'D) table', 'E) work']",B,"The man took paperwork to other people to consult over it, where was he heading?"
"['A) painting his nails', 'B) playing marbles', 'C) constructing', 'D) need for rest', 'E) wild ride']",B,"Stark was just having fun, and he wasn't hurting anyone.  What might have he been doing?"
"['A) exhilliration', 'B) hardship', 'C) risk taking', 'D) helping others', 'E) happiness']",D,"The church was giving assistance, what were they hoping to accomplish?"
"['A) heaven', 'B) church', 'C) imagination', 'D) synagogue', 'E) monastery']",A,"I you believe in god, where will you go when you die?"
"['A) tasty', 'B) health problems', 'C) eat cake', 'D) indigestion', 'E) gain weight']",D,What can eating hamburger cause immediately after eating it?
"['A) refrigerator', 'B) bookstore', 'C) cupboard', 'D) school building', 'E) wardrobe']",C,Where is a shelf likely to be hidden behind a door?
"['A) garage', 'B) hardware store', 'C) utility room', 'D) wishing well', 'E) laundry']",A,"The man got a pail to catch the draining motor oil, where was he likely doing this at home?"
"['A) ice pack', 'B) freezer', 'C) laboratory', 'D) warehouse', 'E) refrigerator']",E,What kind of cold storage could you find in your house?
"['A) big city', 'B) town', 'C) small town', 'D) canada', 'E) yellow pages']",A,Where could you go to between 1000 and 10000 restaurant?
"['A) hell', 'B) baseball stadium', 'C) golf course', 'D) africa', 'E) baseball diamond']",E,"The pitcher stepped on the mound ready to throw, where was he located specifically?"
"['A) below', 'B) arena', 'C) concert hall', 'D) museum', 'E) building']",D,Where is a statute found on a platform?
"['A) hair brush', 'B) ladies bathroom', 'C) art supplies', 'D) shower', 'E) hair salon']",C,If it's not used for hair a round brush is an example of what?
"['A) meet interesting people', 'B) lift weights', 'C) listen to music', 'D) play chess', 'E) entertain']",C,"His parents thought he was suffering from boredom, but the teen loved to lay in bed and just do what?"
"['A) eat cake', 'B) have fun', 'C) food poisoning', 'D) heartburn', 'E) gain weight']",D,"At the picnic she was stuck eating hamburger, she was worried because she forgot her chewables to prevent what?"
"['A) battery', 'B) electronic equipment', 'C) electrolytic cell', 'D) charge', 'E) tube']",A,"The electrode wouldn't spark, it turned out that the what hadn't been connected?"
"['A) country', 'B) democracy', 'C) canada', 'D) civilization', 'E) tax office']",A,For what entity should the government work?
"['A) answer question', 'B) learn language', 'C) do mathematics', 'D) be able to count', 'E) begin to study']",C,What must a student in engineering do?
"['A) multiplication', 'B) multiply', 'C) putting together', 'D) unity', 'E) pay debts']",A,"The teacher knew her students understood division, what was she hoping they would learn next?"
"['A) pocket', 'B) classroom', 'C) table', 'D) library', 'E) shelf']",B,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?"
"['A) enjoyment', 'B) fatigue', 'C) falling down', 'D) getting lost', 'E) thirst']",B,Riding a bike for a long time can cause what?
"['A) feline', 'B) thirsty', 'C) sharp claws', 'D) pussycat', 'E) hungry']",B,What could happen to a cat other than wanting food?
"['A) silent', 'B) opera', 'C) silence', 'D) television', 'E) elevator']",A,If you turn off the music in a room with no other noise that room would be what?
"['A) new york', 'B) blocks of flats', 'C) center of town', 'D) america', 'E) big cities']",D,In what country are the most fast food restaurants?
"['A) tie around', 'B) wind around', 'C) weave', 'D) stringbed', 'E) ball up']",A,"I want to use string to keep something from moving, how should I do it?"
"['A) tomb', 'B) arena', 'C) access rooms', 'D) public building', 'E) house']",D,Where would walk through a central passage to catch an elevator?
"[""A) farmer's market"", 'B) grocery bag', 'C) pantry', 'D) bushel basket', 'E) fridge']",D,"A potato is kept in the cellar, where is likely to be stored?"
"['A) build trust', 'B) hurry home', 'C) ignore people', 'D) believe in god', 'E) jump to conclusions']",A,What do people do when networking?
"['A) hospital', 'B) chest', 'C) home', 'D) dresser drawers', 'E) cabinet']",D,Where can you store you spare linens near your socks?
"['A) jump to conclusions', 'B) hurry home', 'C) build trust', 'D) pay bills', 'E) sing']",A,What do people do when they think too quickly?
"['A) sexploiter', 'B) chicken', 'C) reproductive cycle', 'D) procreation', 'E) human experience']",D,What is someone likely to want as a result of sex?
"['A) frustration', 'B) relax', 'C) eat', 'D) enlightenment', 'E) communication']",B,What might someone do after they finish creating art?
"['A) get dirty', 'B) writing', 'C) use water', 'D) launder', 'E) soap']",D,To get clean clothes you to what to them?
"['A) grow', 'B) gain weight', 'C) make larger', 'D) augment', 'E) get bigger']",C,"The person tried to reduce his weight with a shrink ray, but he got it backwards and only did what?"
"['A) old person', 'B) begin to talk', 'C) adult', 'D) old man', 'E) girl']",A,"Christine couldn't be having a baby at her age, she thought to herself. What was Christine?"
"['A) own home', 'B) music store', 'C) marching band', 'D) orchestra', 'E) party']",D,Joe plays a percussion instrument in something.  What might be play in?
"['A) losing', 'B) competition', 'C) having fun', 'D) win', 'E) injury']",C,"If I'm playing ball, I'm mostly trying to do what?"
"['A) cheat', 'B) fair', 'C) in competition', 'D) practice', 'E) sabotage']",B,What do the terms need to be in order to compete against someone?
"['A) jean', 'B) mulberry tree', 'C) garments', 'D) expensive clothing', 'E) parachutes']",D,"If you wanted to show off silk, what item could it be on?"
"['A) park', 'B) internet', 'C) meeting', 'D) library', 'E) book']",D,Where is known to be a wealth of information?
"['A) file cabinet', 'B) nightstand', 'C) kitchen cabinet', 'D) office desk', 'E) the floor']",D,"I saw the receptionist carelessly toss my resume into the drawer, where did I want it to end up?"
"['A) dilute', 'B) thin blood', 'C) take several forms', 'D) wet clothes', 'E) move mountains']",B,What will happen if you inject water into yourself?
"['A) fame', 'B) errors', 'C) pain', 'D) strikes', 'E) sore muscles']",E,Athletes soak in hot tubs to relieve what after playing baseball?
"['A) play cards', 'B) double winnings', 'C) lose money', 'D) play poker', 'E) to win the prize']",C,What does a gambler do that causes him or her to be unhappy?
"['A) lose weight', 'B) good for', 'C) bland', 'D) chewing', 'E) fibre']",B,"There's one obvious reason to eat vegetables, they're plain what you?"
"['A) pay debts', 'B) slender', 'C) unacquainted', 'D) free flowing', 'E) sparse']",C,"John was a bit think in the head, but he knew that he never saw the lady before.  They were what?"
"['A) school', 'B) string quartet', 'C) orchestra', 'D) kitchen', 'E) music room']",C,Where would you hear a violin along side many string and wind instruments?
"['A) earth warming', 'B) sun tan', 'C) light', 'D) life on earth', 'E) heat']",D,What is the sun ultimately responsible for?
"['A) downtown area', 'B) centre of town', 'C) bedroom', 'D) europe', 'E) big city']",D,Mandy lived in a train station.  She longed to see distant places. Where might she imagine going?
"['A) pet store', 'B) outside', 'C) woodland', 'D) ocean', 'E) cafe']",C,"Joe is a  squirrel, which is an animal. He probably lives in what sort of place."
"['A) cabin in the woods', 'B) california', 'C) front yard', 'D) conservatory', 'E) tropical forest']",C,Where could a personal ficus live?
"['A) court room', 'B) shallow waters', 'C) poker game', 'D) sea world', 'E) pond arena']",A,"The shark actually counted as evidence, so where did the legal team bring it?"
"['A) street', 'B) tropical forest', 'C) garden of eden', 'D) new mexico', 'E) white house']",E,"If the president wanted to ban snakes, where would he issue such a decree?"
"['A) ground', 'B) drawer', 'C) surface of earth', 'D) pizza', 'E) waterfall']",A,"They were searching for rocks, so they missed the birds overhead as they stared at the what?"
"['A) supermarket', 'B) diaper bag', 'C) liquor store', 'D) hollow log', 'E) medicine cabinet']",E,"Her son scraped his knee, she fetched a bottle of peroxide from the what?"
"['A) classroom', 'B) shelf', 'C) explain meaning of words', 'D) table', 'E) library']",E,Where would you expect to find a dictionary along side other writings you can borrow?
"['A) good health', 'B) exercise', 'C) muscle tone', 'D) sweat', 'E) feel better']",B,What would be necessary for getting in shape?
"['A) water fountain', 'B) large city', 'C) museum', 'D) pool', 'E) central park']",A,A statue that shoots liquid is called a what?
"['A) park', 'B) calm', 'C) being good', 'D) good behavior', 'E) safe']",B,If you have a child who gets in trouble for being hyperactive you may need to teach them how to what down?
